gen,family,species,sub_species,common_name,recordist,date,time,country,location,lat,lng,bird,file_name,weights,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,gmm_cluster,gmm_prob_0,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,gmm_prob_7,oscine_group
Hypsipetes,Pycnonotidae (Bulbuls),Hypsipetes_amaurotis,,Brown-eared Bulbul,Peter Boesman,2015-05-22,9:00,Japan,"Tairo-Ike, Miyakejima",34.052937,139.525966,285917,Hypsipetes_amaurotis_285917_seg5.wav,0.03125,227.11946,31.724314,-5.244627,13.592738,6.2356772,-10.023216,11.240761,8.472652,-6.884934,-0.22417158,4.669711,2.1093724,3.4079938,-3.38845,-6.801279,1.0126611,8.08675,4.7776184,-3.6163862,-4.264844,-2.234279,0.4778134,-1.2663542,-2.099756,0.48341978,5.210717,-1.3209409,-1.3045325,3.357952,-1.017529,1.9407992,-0.19892351,1.3027065,2.870819,-2.1022415,2.225233,0.68926275,6,4.877342863530556e-12,5.617334293344046e-14,1.4351993652595298e-06,3.2695445990179175e-13,0.007908977505058,0.007201601638394816,0.6403312998495054,0.34455668580241533,Oscines
Hypsipetes,Pycnonotidae (Bulbuls),Hypsipetes_amaurotis,,Brown-eared Bulbul,Peter Boesman,2015-05-22,9:00,Japan,"Tairo-Ike, Miyakejima",34.052937,139.525966,285917,Hypsipetes_amaurotis_285917_seg7.wav,0.03125,238.86734,28.267775,-14.9752445,15.912017,9.813781,-7.1133223,11.130126,9.558452,-4.907766,1.4697614,7.0408516,2.5236938,1.6601635,2.1453722,-3.7516484,0.0854537,6.216177,3.1570787,-3.814532,-2.8734543,0.85411227,0.38032848,-2.8342862,-3.5639143,1.919819,3.6487567,-2.481169,-1.5308945,-0.78450614,1.4057149,3.0578651,-1.1796991,-0.095748305,3.568945,2.6397018,3.6465435,1.9840794,6,1.0873015971007705e-21,4.596067207867941e-14,1.33221039561057e-07,6.480105698416757e-10,3.108974387875634e-05,0.00029362037203083574,0.9990871882485705,0.0005879677664217559,Oscines
Hypsipetes,Pycnonotidae (Bulbuls),Hypsipetes_amaurotis,,Brown-eared Bulbul,Peter Boesman,2015-05-22,9:00,Japan,"Tairo-Ike, Miyakejima",34.052937,139.525966,285917,Hypsipetes_amaurotis_285917_seg6.wav,0.03125,267.20944,15.616849,-12.251247,-1.3105352,17.181797,-12.893248,4.368947,23.64641,-4.8817787,-4.199329,-2.8203783,7.8639092,-5.4235773,3.7864273,2.530475,1.3318919,0.63488823,0.8264345,-2.318507,0.8459894,-1.4691194,3.81655,1.5204695,0.772526,0.36491945,-5.3535995,3.5768797,2.9298663,-0.28783002,-0.26343808,2.5361886,-3.2862415,0.16776514,-1.2779522,-0.19739056,-1.4197063,-2.4929988,5,9.195319851590537e-29,1.492030722360038e-07,5.160285224648107e-13,3.458903130210808e-19,5.089984471293312e-06,0.6392766705998605,0.3606323831043396,8.570710773917168e-05,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg4.wav,0.0333333333333333,270.50372,36.006687,-17.574638,-7.5235267,-12.20997,4.9442716,-10.810772,10.425128,6.401904,-11.265507,0.6978146,-5.4392166,-1.4809655,-2.7877626,-4.662466,-8.389629,-9.140476,-4.235346,0.17508952,3.8077362,2.2770076,2.6060889,-5.6675262,4.9252477,-1.5600345,-1.0832493,-1.6608403,-5.787313,-1.3706298,1.5536705,0.37764338,-1.9201066,-0.750388,0.62700653,1.3574972,-0.5397835,2.4148536,5,2.6839045632830635e-37,9.114036293288635e-14,5.52914653963797e-07,9.777944734366521e-14,1.7331522439148574e-07,0.7674309463450248,0.23110405497418096,0.0014642724507271227,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Hans Matheve,2012-11-03,?,Madagascar,"Andohahela National Park, Mangatsiaka area",-24.968,46.5534,155310,Neomixis_striatigula_155310_seg1.wav,0.0333333333333333,237.36105,30.771976,-17.969246,-3.0140827,-17.1058,4.559575,1.1824459,-0.11475194,0.034292553,4.5515046,9.80103,12.542449,0.76096976,1.8195394,4.0546856,-3.1066656,-4.435831,0.8608241,4.6219077,4.923446,-0.8961719,-5.8461103,-0.13662256,0.3057984,2.73181,-0.8740929,-0.013872288,6.348397,-3.5232637,-0.25991368,0.7419837,3.1300328,0.79117715,-2.16016,-0.24571419,-0.8652153,2.5638604,7,2.697783693846982e-22,2.0537790031696927e-16,0.17214353869311694,3.187299647991338e-12,0.14754542806434828,0.02986774779637587,0.26183631169064847,0.38860697375232567,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg5.wav,0.0333333333333333,271.7199,24.944006,-23.55068,-9.555671,-10.064046,3.057676,-13.394459,14.135595,9.915937,-6.319756,2.6575768,-3.2875352,-2.2082438,-4.952273,-5.3297377,-7.1886363,-9.752078,-3.221948,-2.498216,6.066704,-0.106633246,2.2122245,-4.1938806,5.3281436,-2.986355,2.5720682,-2.666846,-1.3471712,0.20009045,1.2968063,0.3040773,1.6346956,-0.7196429,0.9583168,2.7854981,0.8831272,2.617879,6,1.0051028065005912e-41,1.7872568787128222e-10,3.7500861119951014e-08,2.6534170723027197e-11,1.7624197195732368e-07,0.12888110235779923,0.8707673559854877,0.00035132770861813137,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-20,14:00,Madagascar,"Ranomafana National Park, Fianarantsoa",-21.4326,47.3978,762859,Neomixis_striatigula_762859_seg4.wav,0.0333333333333333,224.39914,5.9530087,8.793683,6.091932,1.4100612,10.056634,-4.050197,4.7027154,-3.2572935,7.9224143,-2.2570007,3.5145764,-0.8777436,-0.76415807,0.46690637,1.0483112,2.4695559,1.7933362,1.4148941,-0.92588854,1.2539625,2.053455,0.2748947,0.47010168,1.7711986,-0.49310344,-0.37306505,1.2832108,0.98881006,1.5444312,1.3958503,0.14573817,2.2717388,-1.752634,-1.2854586,0.67816925,0.33329475,3,4.7636811512641305e-18,2.0695669840810356e-05,2.7933628084680373e-08,0.9998725209960062,8.92580268821704e-11,8.603406349497292e-11,0.00010675408125759642,1.1439759182763296e-09,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-17,10:00,Madagascar,"Ifaty spiny forest, Toliara",-23.1227,43.6178,762858,Neomixis_striatigula_762858_seg4.wav,0.0333333333333333,268.78723,18.172153,-31.64986,-6.0117707,-6.8534884,2.8087826,1.3837724,1.9111403,4.1384525,12.388638,9.576101,10.994724,-2.6619356,-4.6166453,-14.577019,-0.24136943,-5.8152986,0.56251395,-3.2630146,-5.4704723,-1.0520289,-0.4003886,-0.79941124,3.2494671,1.1900364,2.9429724,-6.491141,0.7273998,-1.0409375,1.176146,0.5509034,0.0852855,0.875628,-2.3118649,0.84542656,-0.77498436,3.1558516,7,4.6513109424078245e-28,8.075985386012221e-22,1.2463202727104938e-11,1.1863199985018183e-20,9.570678425010703e-07,8.125946881275804e-07,0.0012541504412809977,0.998744079883725,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Hans Matheve,2012-11-03,?,Madagascar,"Andohahela National Park, Mangatsiaka area",-24.968,46.5534,155310,Neomixis_striatigula_155310_seg2.wav,0.0333333333333333,248.451,28.631023,-22.384022,-2.9050343,-17.432709,3.705343,2.1161952,3.294229,-2.275749,4.8491616,8.383182,9.685371,0.87937385,-1.6235693,0.68675834,-4.1675878,1.1509511,2.9746864,2.3576577,2.169967,1.8925973,-4.7400765,-0.92791677,-1.1044059,3.1925225,1.9558886,2.695474,5.2948008,-2.5847096,-2.4960103,2.2633424,-0.81427675,-1.3507061,1.0946541,-1.6104312,-0.16082764,3.2794044,6,1.0175501341156024e-27,2.8880273862284073e-21,0.3423204831927322,2.5060516587572717e-07,0.000522913182817789,6.239422631391139e-05,0.6547692357659952,0.002324723026973975,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Hans Matheve,2012-11-03,?,Madagascar,"Andohahela National Park, Mangatsiaka area",-24.968,46.5534,155310,Neomixis_striatigula_155310_seg3.wav,0.0333333333333333,243.02623,27.740337,-16.476593,-0.4653939,-11.794457,6.196659,1.8830833,2.0851068,-3.568076,5.428404,9.882399,9.001168,4.2063127,-0.28414083,2.4378324,-1.6057568,-1.6342777,0.9920718,1.9398884,4.998374,-0.2562971,-7.3818564,-1.9316983,0.8170255,0.8617073,3.2809813,1.7013044,2.2325501,-2.8111129,-2.778279,4.515271,1.5554252,-1.4119291,-3.2201538,-2.3974957,-1.392931,0.8221004,2,4.413813160589485e-19,1.7138904153375572e-12,0.5639776241805449,1.3882338259001522e-06,0.050758935256214784,0.012321546831600732,0.3287646096873654,0.044175895808731824,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-17,10:00,Madagascar,"Ifaty spiny forest, Toliara",-23.1227,43.6178,762858,Neomixis_striatigula_762858_seg5.wav,0.0333333333333333,260.50208,16.837204,-26.366169,-5.4017653,-7.735114,3.34315,0.56162804,4.8265867,6.0106635,13.439242,10.07951,9.700893,-1.9635799,-4.980703,-13.046435,1.184105,-5.9960136,1.631832,-3.9406555,-3.9237208,-2.142106,0.2795445,1.46459,1.2428193,1.1683553,4.173259,-6.4364166,-0.057588115,-1.3971708,1.0582043,-0.44976372,-2.50415,1.1302409,-1.0427418,0.9577379,-0.1373043,2.4145112,7,1.3227213970841796e-27,4.0037644054046035e-19,4.5482331124922124e-10,4.347432924334142e-18,1.7373690891239716e-06,2.5912097977016657e-06,0.01617329781063088,0.9838223731556558,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg6.wav,0.0333333333333333,275.734,38.635303,-24.093676,-20.395063,-4.636151,1.1307735,-14.05182,13.388017,1.3659366,-6.720087,0.56568813,-3.0613863,-1.7534708,-2.8619523,-6.4135504,-5.50737,-7.749534,-4.6234846,-2.1085534,1.5295699,1.9265623,0.54231477,-4.9506607,4.247854,0.4069719,2.4338682,-2.0708153,-0.68569493,-0.8630927,0.9228773,-1.8972849,-0.51584244,-0.7573018,0.21004486,1.41541,-0.85295105,1.4607078,6,1.1893900087678969e-46,3.266485839623757e-12,1.2929945449245748e-09,1.9557431247341752e-13,5.622054306711016e-12,0.00011618199599840641,0.9998836798589633,1.3684295901566753e-07,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg2.wav,0.0333333333333333,270.33252,40.183178,-19.30771,-9.871589,-15.36895,3.5081944,-6.9336267,4.0730214,-1.0106981,-0.51355225,3.0370846,-0.42818505,5.875306,0.22148646,-3.8037758,-6.703963,-5.9085593,-10.799359,3.8933198,2.9247143,-0.07113211,3.5787728,-3.5317686,5.0968504,1.7801063,2.7638085,0.4437137,-1.3068799,-3.7664285,0.7715545,-2.4301147,-3.0902348,1.199249,1.0744877,0.85328865,2.3602867,0.48812768,6,3.4451926655751334e-25,7.28894189478392e-12,0.00200227753196302,9.27507655642106e-13,0.03769338935274886,0.34543939978523747,0.4950443844211665,0.11982054890066605,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-20,14:00,Madagascar,"Ranomafana National Park, Fianarantsoa",-21.4326,47.3978,762859,Neomixis_striatigula_762859_seg1.wav,0.0333333333333333,257.82642,29.957668,-14.2873955,-10.562258,-13.615,3.7951138,-9.107652,8.668237,-3.0272865,5.6913776,-5.6261244,6.5765285,-2.8433902,-1.7018026,0.74297816,-0.12378011,-0.03931529,-2.1866276,1.4128296,-4.1744905,-0.28345564,2.3465328,2.3525534,3.5934129,0.19103871,-0.056686684,-0.8421032,0.85623664,2.956942,-2.6826744,2.5893328,-2.5148146,-0.7138547,-0.38248444,-1.6489849,2.9025593,2.9934824,6,3.154095983076709e-33,4.494281885525594e-12,0.006255613365567732,0.01296728276510156,2.2628845715181e-06,7.140108175977743e-05,0.9805868998512919,0.00011654004721396698,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-17,10:00,Madagascar,"Ifaty spiny forest, Toliara",-23.1227,43.6178,762858,Neomixis_striatigula_762858_seg1.wav,0.0333333333333333,262.805,21.65385,-33.039036,-0.66735566,-9.318169,2.9990454,4.101187,3.222991,3.9859536,12.539957,8.826483,8.9445095,-2.6663072,-4.0874386,-12.01208,-0.86792797,-6.1129093,0.032779194,-2.450798,-4.281849,-1.3735751,-0.42451617,1.1906693,2.035874,-0.10267104,2.9208708,-5.2702875,0.14170134,-0.9587121,0.38169476,-0.40576977,-0.3029671,1.1534663,-2.7530537,1.3135104,0.7077389,2.0282662,7,1.0712920742163669e-27,2.6707421025537384e-21,3.408223600750888e-08,8.549979409376107e-14,7.2776928776685336e-06,7.084189776158999e-06,0.4501848331366788,0.5498007708983451,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Hans Matheve,2012-11-03,?,Madagascar,"Andohahela National Park, Mangatsiaka area",-24.968,46.5534,155310,Neomixis_striatigula_155310_seg6.wav,0.0333333333333333,236.6041,33.441605,-11.294829,-2.8263142,-18.988703,6.46309,1.7115619,1.771609,-3.4160545,7.09131,9.413283,10.089478,3.0464265,-0.08852918,3.137257,1.8345014,0.76884496,2.341822,3.792464,3.388761,-0.005039286,-2.7763355,1.1160246,-0.3240683,3.3246949,0.5172383,-0.44953093,3.5097117,-2.2130427,-2.479738,0.75254655,2.7353334,0.34836984,-0.45383453,0.1869998,-1.2153034,3.6181886,6,2.9692799017522358e-22,1.6758685453774996e-13,0.01182663311716764,6.230708291989568e-07,4.5690958200510715e-05,0.0004342960553077274,0.9868201891629653,0.0008725676353647063,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg3.wav,0.0333333333333333,279.59058,34.400414,-27.08911,-14.580601,-18.965195,-3.2774255,-9.833086,2.2588794,-1.2338072,0.9413051,6.9371176,0.17913853,3.8999958,4.108071,-1.9792037,-5.6641526,-2.827543,-8.913067,2.1806228,4.0164227,-0.031470884,2.554939,-2.9446487,3.8215265,1.0849465,0.84485406,-2.283392,-0.05493141,-5.3419366,1.1947647,-2.5409524,-3.4966648,-1.479204,1.5914822,2.7375455,0.16389275,0.25928968,6,1.3283124896519633e-32,2.3866330423412057e-17,4.6312201976729305e-06,1.3237816751081083e-13,5.037885898826889e-05,0.0028002048585518986,0.9963571961730482,0.0007875888890792454,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-16,11:00,Madagascar,"Ifaty salt pans, Toliara",-23.1591,43.6177,762852,Neomixis_striatigula_762852_seg1.wav,0.0333333333333333,273.7303,42.020233,-16.178055,-3.8072162,-17.103369,0.1269771,-11.605351,-0.8664749,-3.4151256,-1.6300658,3.4343197,0.37933552,3.8452578,4.185776,-1.4623382,-2.9870496,-2.7802625,-6.9885707,3.8019865,7.0851936,0.6284061,1.3622121,-2.8390653,4.343304,0.64941424,3.6856623,-2.1712692,-1.7035272,-5.832355,-1.5070108,-2.3391151,-2.1523464,-1.6591434,2.1259212,0.4287958,0.09147453,-0.32750332,5,1.2917555324623048e-23,1.903684138140869e-12,0.0007035858745703259,2.199596987046693e-09,0.046627062859479644,0.8340102594332355,0.05784338281027732,0.06081570682093962,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-17,10:00,Madagascar,"Ifaty spiny forest, Toliara",-23.1227,43.6178,762858,Neomixis_striatigula_762858_seg2.wav,0.0333333333333333,268.27014,17.871826,-29.828197,-4.3280454,-7.3894224,3.0228689,1.1531237,3.498646,4.3230004,12.42997,10.396005,11.057584,-0.12636435,-4.000346,-13.759173,-2.9992738,-7.664259,0.86905754,-1.32424,-7.092284,-1.1554443,-0.9387348,1.8419185,2.543689,0.4048739,4.7189617,-6.0081015,-0.30183467,-2.3111877,2.2976525,-0.42197153,-0.101051494,1.2109739,-3.1290817,-0.30460167,1.7315731,3.5708187,7,2.54186162554136e-26,4.3786624875732647e-23,6.670734020111776e-11,7.70996607351515e-21,1.7603278068219686e-06,1.0704171321209085e-06,0.00013714467861159683,0.9998600245097449,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-20,14:00,Madagascar,"Ranomafana National Park, Fianarantsoa",-21.4326,47.3978,762859,Neomixis_striatigula_762859_seg2.wav,0.0333333333333333,260.0954,37.84632,4.412799,-16.680233,3.597636,-12.895872,-14.036276,-6.1009126,2.6238012,-6.2095995,-1.9298284,-4.8773313,1.3048512,-4.3670893,-4.39823,1.1627156,0.44973013,-3.6320543,1.4803035,-3.60257,-2.7304063,-0.48736662,-1.5983217,-7.499512,-0.77171934,0.4890683,0.6382413,-0.28756467,0.94126415,-0.15480499,0.024453057,-1.1065878,-5.015989,-3.665184,2.0756593,-0.86118317,3.2235408,2,1.0768220231360028e-17,0.04402971328025117,0.9450843537601294,6.165662922852107e-08,1.8033620489582724e-07,0.005896930248541079,0.004988155820799872,6.048974455588363e-07,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Hans Matheve,2012-11-03,?,Madagascar,"Andohahela National Park, Mangatsiaka area",-24.968,46.5534,155310,Neomixis_striatigula_155310_seg4.wav,0.0333333333333333,235.90056,34.133415,-12.171631,-2.3193395,-16.439163,6.157487,0.66665804,1.0892717,-2.791367,6.0939355,9.66584,9.567294,3.15825,0.27247986,3.9703186,0.7866973,-0.7906114,1.5180104,1.1444501,2.4180343,1.4997474,-3.0885706,0.95675665,-0.5503289,5.1290674,1.3194015,0.94575506,4.1904697,-3.2635524,0.38766718,0.9585683,2.375769,0.6912512,-1.1926155,-0.91307545,-1.2610893,3.4347277,2,1.0686494640406634e-20,2.4992426794105917e-12,0.5479187669544522,4.093021870330932e-05,0.0004923814488070439,0.0008271173438712999,0.4489141589234822,0.0018066451081837635,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-20,14:00,Madagascar,"Ranomafana National Park, Fianarantsoa",-21.4326,47.3978,762859,Neomixis_striatigula_762859_seg3.wav,0.0333333333333333,249.3825,27.990797,-14.811642,-4.08712,-8.823611,6.954871,-13.355407,14.602588,-1.9110005,7.008932,-7.9831734,7.361567,-6.01899,-3.8574202,1.7482605,4.310192,1.612075,0.8508675,3.4347105,0.93887126,0.72536844,0.8872755,5.199473,2.2443733,0.538895,-0.49043992,-2.0168183,3.4182644,2.3276398,1.1233896,-0.14428982,-0.59617627,1.4256223,-3.4205265,-0.09331131,1.1026154,1.3952943,6,1.945475949793936e-49,1.5238075733677347e-16,0.0005196698721227953,0.01782818801988851,5.5872458101554374e-09,5.311829807521221e-06,0.9816398232794857,7.0014114503422075e-06,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Peter Boesman,2012-10-17,10:00,Madagascar,"Ifaty spiny forest, Toliara",-23.1227,43.6178,762858,Neomixis_striatigula_762858_seg3.wav,0.0333333333333333,264.77472,17.959532,-31.149755,-3.93212,-7.4237504,2.7704058,4.4553733,2.6439476,4.3074,13.822239,8.573768,11.290527,-0.75849617,-4.7835803,-12.7189,-2.28317,-5.9817266,-0.7506828,-2.155577,-4.6548533,-1.7999399,-2.2348444,0.9028901,2.1402202,-0.7123352,3.3638773,-4.776608,0.38732052,-0.46045673,1.4769741,-0.43712714,-1.2827793,-0.047822595,-2.4123383,1.2788906,0.68966675,2.531639,7,2.8867174549664135e-26,2.5783272772983178e-21,2.363291384040685e-09,2.111019901991601e-17,4.816178645699517e-06,2.9359108174096635e-06,0.010959438592029264,0.9890328069552151,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ross Gallardy,2017-11-13,09:30,Madagascar,"Bealanana, Bealanana, Mahajanga",-14.457,48.6667,418960,Neomixis_striatigula_418960_seg2.wav,0.0333333333333333,240.16322,18.372849,9.156095,1.6882488,-1.765487,0.629654,-16.249851,-2.8887217,6.3132696,1.247607,-3.3291597,3.490126,2.970534,-0.915404,-0.9951653,-3.18702,-0.27854547,-0.6821107,0.8598164,-6.8599224,-5.6106343,0.019766254,-0.7897317,1.2268242,-1.7275977,-1.5851544,-0.86651915,-0.7727517,-2.8651218,3.0083504,0.81579953,-1.4973891,0.46624836,-0.51566124,-0.19087982,0.36369324,-1.8756893,3,2.8683609688739614e-11,0.028219258257459322,0.0021820034338284103,0.9685322844765646,3.7644244091610394e-06,0.0009523546540307553,1.208944291285254e-06,0.00010912578073003621,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Fernand DEROUSSEN,2010-11-18,08:30,Madagascar,"Moramanga, Toamasina",-18.9354,48.4191,142925,Neomixis_striatigula_142925_seg1.wav,0.0333333333333333,216.53305,35.5624,-15.497799,10.333067,-12.996796,11.857457,-9.898989,7.4217744,-4.5422797,6.1021385,-6.167144,0.3641468,7.574206,-2.5427058,-2.0505033,-3.6883466,-0.43357256,-2.3490665,-4.220512,4.125083,1.7319404,-0.10481571,-0.51223904,0.86705685,-0.60789907,4.128646,1.178822,-4.642069,-0.43226993,0.51143867,-4.807005,4.141025,3.5582151,2.48322,2.385106,-2.978506,-0.013213962,3,3.686117999820329e-42,4.8505833860936115e-15,0.0005211729418054727,0.9053873146313982,1.2197429683690582e-08,5.638366354165506e-07,0.094080482094954,1.045429776960987e-05,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ross Gallardy,2017-11-13,09:30,Madagascar,"Bealanana, Bealanana, Mahajanga",-14.457,48.6667,418960,Neomixis_striatigula_418960_seg3.wav,0.0333333333333333,222.24031,30.884317,18.287159,6.3971705,-12.661365,1.6040177,-10.513372,-0.98534817,-1.0020572,-0.7995195,0.12587684,3.6947389,3.5023994,-0.7377039,-1.1081287,1.5051724,-0.6097777,-0.12531756,2.4473927,-1.4107007,-3.0924995,2.5406494,2.0441594,2.431132,-6.373545,-0.39505097,0.18552251,0.39040402,-1.7485241,0.16987337,-0.7741878,-0.16387387,-2.0772958,-1.2157001,-0.090807915,-1.2684727,-0.52517235,3,3.0799884878495426e-10,0.0016190159794343384,0.0005180906981762282,0.9978607367201565,1.4936705615520233e-07,1.9348996661716997e-06,7.075347873739874e-11,7.195676030787548e-08,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ross Gallardy,2017-11-13,09:30,Madagascar,"Bealanana, Bealanana, Mahajanga",-14.457,48.6667,418960,Neomixis_striatigula_418960_seg1.wav,0.0333333333333333,242.63756,11.35659,2.18567,1.7994347,-5.8121314,4.270852,-17.4758,-4.764292,0.596349,-3.491011,-2.871811,3.812026,2.5923512,-1.3850747,-0.60751563,0.29252484,-0.10970118,-1.9856145,-0.021534715,-4.726975,-2.5072453,1.4653057,-0.36222577,-0.6231043,-9.025662,-0.07938026,-1.8094144,-3.1809113,-4.772863,1.1215131,1.7261481,-1.159237,-0.78652173,-3.0351925,-0.47197533,-0.79774666,-0.74013126,2,7.67052021792514e-11,1.4492021311991838e-07,0.9999479417493208,5.1805756321374374e-05,5.4001053059267466e-08,5.3365365307686375e-08,1.2108624263893633e-23,1.3101923479391545e-10,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ken Behrens,2020-12-04,11:45,Madagascar,"Bemanevika, Bealanana District, Mahajanga Province",-14.336,48.5955,623744,Neomixis_striatigula_623744_seg2.wav,0.0333333333333333,234.46329,23.973076,0.30409053,10.6091,-7.691843,-2.8527615,-29.555586,-11.150645,5.0598536,-1.1866684,-5.0769143,5.016699,0.74861276,-4.313824,2.284206,1.3995916,2.032372,1.7907934,0.4027316,-5.9881744,-2.9480076,-2.2335303,3.4914804,2.5188031,-3.4471822,-0.59924436,4.338551,-0.00083575456,-3.369582,0.14430739,-0.8776237,-4.7838163,-2.8631046,2.2862663,-3.3412962,1.2535877,1.0555718,3,3.5604843527968055e-16,3.943276446311349e-12,0.0034183715433330473,0.9831495966155834,1.4495717485491944e-08,0.013432017306289373,1.872482910640216e-35,3.5136328623356144e-11,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ken Behrens,2020-12-04,11:45,Madagascar,"Bemanevika, Bealanana District, Mahajanga Province",-14.336,48.5955,623744,Neomixis_striatigula_623744_seg3.wav,0.0333333333333333,228.49991,27.429169,-1.3877146,13.756867,-12.115866,1.2141439,-30.265152,-5.1999435,2.2434297,-0.8299394,-4.318039,2.245501,2.221945,-5.325546,4.799188,3.2531772,1.7134519,-3.2787833,-0.082870044,-4.763956,-1.162891,-0.6994873,3.658117,4.219851,-2.5019062,0.2105425,4.688587,2.2666364,-2.645419,-1.0278344,1.2787567,-3.8433015,-1.404558,1.0667381,-0.6117525,-1.2267036,3.2108445,3,4.6316212041818095e-19,2.633112838298969e-14,0.0006978755436953748,0.9991253870060529,2.347255907042755e-10,0.0001767371997239332,1.977834676665194e-37,1.57738778431611e-11,Oscines
Neomixis,Cisticolidae (Cisticolas and Allies),Neomixis_striatigula,,Stripe-throated Jery,Ken Behrens,2020-12-04,11:45,Madagascar,"Bemanevika, Bealanana District, Mahajanga Province",-14.336,48.5955,623744,Neomixis_striatigula_623744_seg1.wav,0.0333333333333333,229.97704,24.43351,4.3979993,11.491795,-8.221747,-4.153471,-28.134361,-9.98227,6.442511,-0.14386226,-5.282589,4.3288884,0.093332976,-2.225153,2.2303104,0.911291,2.8483799,3.877193,1.006877,-6.50535,-4.9002547,-2.4690597,2.9338667,3.6023154,-4.403152,-0.9576604,4.8929734,1.2289462,-3.1051786,1.5354427,-0.53458655,-3.662819,-0.8974623,0.31679916,-2.3186598,-2.5207539,0.4551317,3,6.125949904131427e-16,5.221180686658014e-11,0.011713055921632907,0.9484773612180044,5.9075606586399e-08,0.039809523060199574,2.4354707305486236e-30,6.723436008321856e-10,Oscines
